latitud;longitud;direccion;B93;B95;B97;DIESEL;keresone;marca;
-33.45971476238552;-70.65239489078522;DIAGONAL PARAGUAY 208, Santiago;781.0;807.0;857.0;590.0;641.0;PETROBRAS;
-33.456024722485104;-70.63008427619934;MANUEL ANTONIO MATTA 1345, Santiago;779.0;816.0;856.0;590.0;655.0;PETROBRAS;
-33.460173488935496;-70.65627336502075;Vicuña Mackenna 1131, Santiago;779.0;816.0;856.0;590.0;652.0;SHELL;
-33.4727707376413;-70.65461039543152;VIEL 1086, Santiago;779.0;816.0;856.0;590.0;652.0;SHELL;
-33.39046561701275;-70.6750709276863;PEDRO MONTT 1501, Santiago;779.0;816.0;858.0;590.0;634.0;SHELL;
-33.583949741254266;-70.6191086769104;Independencia 4071, Conchalí;776.0;814.0;854.0;590.0;645.0;SHELL;
-33.43149058093087;-70.57410657405853;Avenida Gabriela 03040, La Pintana;806.0;838.0;876.0;590.0;652.0;COPEC;
-33.44824580983687;-70.5711829662323;Avenida Francisco Bilbao 5739, La Reina;788.0;830.0;871.0;590.0;658.0;COPEC;
-33.4248377280053;-70.56340456008911;Avenida Ossa  591, La Reina;789.0;831.0;872.0;590.0;650.0;PETROBRAS;
-33.43020123877348;-70.554558634758;Manquehue sur  1590, Las Condes;778.0;830.0;871.0;590.0;658.0;SHELL;
-33.5270611;-70.70536249999998;Tomás Moro 1945, Las Condes;788.0;830.0;871.0;590.0;658.0;SHELL;
-33.47900827103899;-70.62159776687622;Don Miguel Angel 9175, Lo Espejo;779.0;806.0;828.0;590.0;650.0;COPEC;
-33.4540062109273;-70.57525992393493;Vicuña Mackenna 3120, Macul;786.0;824.0;873.0;590.0;653.0;COPEC;
-33.43789671573973;-70.57448208332062;Avenida Irarrázaval 5277, Ñuñoa;786.0;813.0;888.0;590.0;667.0;COPEC;
-33.46715030865506;-70.62314808368683;Avenida Tobalaba 5439, Ñuñoa;789.0;831.0;880.0;590.0;650.0;COPEC;
-33.45116186489041;-70.58558911085129;San Eugenio 1602, Ñuñoa;786.0;824.0;863.0;590.0;657.0;COPEC;
-33.45568457748788;-70.58632135391235;Avda. Presidente Jose Batlle y Ordoñez (Diagonal Oriente) 4312, Ñuñoa;786.0;813.0;891.0;590.0;665.0;SHELL;
-33.44571236546068;-70.5723524093628;Irarrázaval 4123, Ñuñoa;786.0;813.0;891.0;590.0;679.0;SHELL;
-33.47642203119784;-70.66320687532425;Avenida Ossa 800, Ñuñoa;789.0;831.0;877.0;590.0;699.0;COPEC;
-33.49776514767982;-70.67232370376587;Avenida Isabel Riquelme 2058, Pedro Aguirre Cerda;797.0;834.0;864.0;590.0;640.0;SHELL;
-33.43147715038212;-70.6103003025055;Avenida José Arrieta 6175, Peñalolén;779.0;809.0;872.0;590.0;698.0;COPEC;
-33.44201501526257;-70.63352823257446;Eleodoro Yañez 1960, Providencia;786.0;809.0;865.0;590.0;649.0;SHELL;
-33.47712005509358;-70.65356433391571;OHiggins 308, Quilicura;781.0;807.0;866.0;590.0;665.0;PETROBRAS;
-33.58184483111431;-70.59882581233978;San Ignacio 2470, San Miguel;799.0;836.0;866.0;590.0;641.0;COPEC;
-33.58304700476479;-70.60743570327759;Gabriela 1482, Puente Alto;804.0;835.0;872.0;590.0;670.0;SHELL;
-33.60505856869576;-70.57708382606506;Avenida Gabriela Mistral 3881, Puente Alto;804.0;835.0;874.0;590.0;673.0;SHELL;
-33.73325230073054;-70.73359605507812;Avenida Concha y Toro 696, Puente Alto;804.0;836.0;876.0;590.0;679.0;COPEC;
-33.73349008962111;-70.73353707790375;Panamerica Sur 334, Buin;812.0;844.0;877.0;590.0;650.0;SHELL;
-33.42386169457988;-70.66181480884552;Bernardino Bravo 076, Buin;811.0;843.0;878.0;590.0;615.0;COPEC;
-33.42204391500679;-70.66311299800873;FEMIN VIVACETA 715, Independencia;775.0;811.0;849.0;591.0;612.0;SHELL;
-33.40720027605186;-70.6679892539978;Vivaceta 929, Independencia;771.0;806.0;849.0;591.0;642.0;SHELL;
-33.50506323719272;-70.5916428565979;Fermín Vivaceta 1982, Independencia;770.0;808.0;851.0;591.0;700.0;COPEC;
-33.50772913421459;-70.61384350061417;José Pedro Alessandri 5880, Macul;772.0;779.0;863.0;591.0;669.0;COPEC;
-33.45026893135549;-70.62920719385147;Vicuña Mackenna 5700, Macul;783.0;821.0;872.0;591.0;646.0;COPEC;
-33.486489139138946;-70.55889844894409;Bustamante 648, Ñuñoa;778.0;804.0;863.0;591.0;660.0;PETROBRAS;
-33.4696053;-70.5524152;Tobalaba  12155, Peñalolén;776.0;810.0;866.0;591.0;663.0;Sin Bandera;
-33.27776752066308;-70.73882102966309;Tobalaba 10831, Peñalolén;774.0;808.0;865.0;591.0;662.0;SHELL;
-33.44777135415395;-70.65466403961181;Avenida Almirante Blanco Encalada 1885, Santiago;798.0;830.0;868.0;592.0;665.0;COPEC;
-33.446397208428984;-70.64276576042175;Lord Cochrane  152, Santiago;783.0;809.0;859.0;592.0;643.0;COPEC;
-33.45374438281472;-70.64860761165619;CARMEN 185, Santiago;783.0;809.0;859.0;592.0;643.0;COPEC;
-33.437395344189646;-70.67918479442596;ARTURO PRAT 671, Santiago;781.0;817.0;844.0;592.0;656.0;COPEC;
-33.45722193275006;-70.6366315484047;Rosas 3218, Santiago;768.0;781.0;797.0;592.0;648.1;Sin Bandera;
-33.53681047074468;-70.6098410031799;PORTUGAL 175, Santiago;779.0;818.0;858.0;592.0;632.0;PETROBRAS;
-33.49063197349583;-70.59995770454407;Américo Vespucio 9077, La Florida;793.0;832.0;869.0;592.0;653.0;COPEC;
-33.477988102605764;-70.59872388839722;José Pedro Alessandri 4003, Macul;771.0;798.0;863.0;592.0;669.0;COPEC;
-33.474318976492036;-70.60649693012238;José Pedro Alessandri 2526, Macul;767.0;788.0;863.0;592.0;656.0;SHELL;
-33.496420872242275;-70.59813916683197;Avenida Pedro de Valdivia 5517, Macul;767.0;788.0;863.0;592.0;670.0;SHELL;
-33.521433053397914;-70.74647068977356;Avenida Macul 2675, Macul;767.0;788.0;863.0;592.0;611.0;PETROBRAS;
-33.50634252017313;-70.57977676391602;Pedro de Valdivia 4298, Ñuñoa;788.0;802.0;813.0;592.0;648.0;PETROBRAS;
-33.4837599499167;-70.6324553489685;Avenida San Luis de Macul 5171, Peñalolén;772.0;800.0;863.0;592.0;665.0;COPEC;
-33.546724141506395;-70.61439871788025;Sierra Bella 3009, San Joaquín;781.0;812.0;842.0;592.0;628.0;COPEC;
-33.55366716423576;-70.60221076011658;Trinidad / Bahía Catalina 1694, La Florida;794.0;831.0;873.0;593.0;651.0;COPEC;
-33.5468414;-70.6036449;San José de la Estrella / Santa Raquel 1301, La Florida;794.0;831.0;873.0;593.0;654.0;COPEC;
-33.536046982014426;-70.57372570037842;Avenida Trinidad 1300, La Florida;794.0;831.0;873.0;593.0;657.0;PETROBRAS;
-33.546916389826194;-70.58845102787018;Rojas Magallanes 1459, La Florida;787.0;829.0;876.0;593.0;697.0;PETROBRAS;
-33.52375856834424;-70.59869170188904;Vicuña Mackenna 9815, La Florida;786.0;824.0;852.0;593.0;638.0;PETROBRAS;
-33.462397718862654;-70.55209636688232;Vicuña Mackenna 7589, La Florida;785.0;823.0;869.0;593.0;641.0;PETROBRAS;
-33.450649380351585;-70.54398536682129;Avenida José Arrieta 7398, La Reina;778.0;812.0;868.0;593.0;699.0;SHELL;
-33.503426085235716;-70.58911085128784;Avenida Larraín 8511, La Reina;778.0;813.0;867.0;593.0;667.0;TERPEL;
-33.459358967926605;-70.59835910797119;Avenida Vespucio 5542, Macul;783.0;814.0;864.0;593.0;637.0;PETROBRAS;
-33.48113582050116;-70.55845320224762;José Pedro Alessandri 475, Ñuñoa;765.0;784.0;871.0;593.0;647.0;SHELL;
-33.4300490235047;-70.6227457523346;Pedro de Valdivia 2142, Providencia;778.0;812.0;873.0;593.0;670.0;COPEC;
-33.4306847443271;-70.71941792964935;Avenida Providencia 1072, Providencia;782.0;804.0;864.0;593.0;645.0;SHELL;
-33.42935957453272;-70.72708904743195;José Joaquín Pérez 6051, Quinta Normal;774.0;806.0;838.0;593.0;660.0;Sin Bandera;
-33.4554093275989;-70.60533553361893;Américo Vespucio / Sótero del Río 9150, La Florida;772.0;804.0;865.0;594.0;655.0;SHELL;
-33.47873309521054;-70.67117840051651;Pedro de Valdivia 3565, Ñuñoa;767.0;785.0;872.0;594.0;689.0;COPEC;
-33.47837737882004;-70.6713742017746;Carlos Valdovinos 2765, Pedro Aguirre Cerda;801.0;838.0;868.0;594.0;644.0;COPEC;
-33.557936421446136;-70.55911839008331;José Joaquín Pérez 5190, Quinta Normal;801.0;838.0;868.0;594.0;651.0;COPEC;
-33.58231855209871;-70.6065183877945;Camilo Henriquez 4583, Puente Alto;788.0;831.0;877.0;594.0;685.0;COPEC;
-33.5619305563712;-70.5555510520935;Avenida Gabriela 3950, Puente Alto;808.0;839.0;876.0;594.0;670.0;SHELL;
-33.67988977911164;-71.21286392211914;Camilo Henriquez 4443, Puente Alto;788.0;831.0;877.0;594.0;661.0;COPEC;
-33.679217;-71.188934;Vicuña Mackenna 420, Melipilla;798.0;833.0;868.0;594.0;634.0;COPEC;
-33.68084953248822;-71.19281709194183;VICUÑA MACKENNA 1041, Melipilla;798.0;833.0;868.0;594.0;644.0;COPEC;
-33.70968623805636;-71.21649026870728;VICUÑA MACKENNA 820, Melipilla;798.0;833.0;868.0;594.0;644.0;COPEC;
-33.680443312599294;-71.21433913707733;HUILCO BAJO 00, Melipilla;798.0;833.0;868.0;594.0;643.0;PETROBRAS;
-33.546630252636625;-70.56910693645477;Avenida Manzo De Velazco 946, Melipilla;798.0;833.0;868.0;594.0;630.0;COPEC;
-33.54751995735317;-70.56817889213562;Avenida La Florida / Trinidad 9871, La Florida;788.0;831.0;878.0;595.0;641.0;SHELL;
-33.50776491750868;-70.61354577541351;Avda. La Florida 9801, La Florida;789.0;831.0;878.0;595.0;699.0;COPEC;
-33.461068558142024;-70.62033176422119;Vicuña Mackenna 5700, Macul;787.0;825.0;876.0;595.0;646.0;PETROBRAS;
-33.450143606614866;-70.60515582561493;Avenida Grecia 1060, Ñuñoa;767.0;786.0;873.0;595.0;649.0;SHELL;
-33.46494410116654;-70.59882044792175;Avenida Grecia 4811, Ñuñoa;767.0;786.0;873.0;595.0;660.0;SHELL;
-33.473050407110904;-70.53385466337204;Avenida José Pedro Alessandri 1135, Ñuñoa;767.0;786.0;873.0;595.0;649.0;Sin Bandera;
-33.606242547602484;-70.5760645866394;Avenida Concha y Toro 865, Puente Alto;791.0;809.0;834.0;595.0;685.0;PETROBRAS;
-33.68055656095709;-71.20794354183352;Concha Y Toro 555, Puente Alto;801.0;837.0;880.0;595.0;673.0;Sin Bandera;
-33.66115681965317;-70.92143654823303; Av.  Vicu?a Mackenna 160, Melipilla;798.0;833.0;868.0;595.0;625.0;COPEC;
-33.6700394119223;-70.9399276971817;Avenida Bernardo O\'Higgins 530, Talagante;794.0;826.0;871.0;595.0;643.0;SHELL;
-33.67081846460088;-70.92657566070557;Avenida Bernardo O´Higgins 3006, Talagante;793.0;826.0;871.0;595.0;670.0;COPEC;
-33.6604647470617;-70.919628739357;21 de Mayo 1500, Talagante;794.0;826.0;871.0;595.0;640.0;PETROBRAS;
-33.66788079643388;-70.92833250761032;Avenida Bernardo O\'Higgins 292, Talagante;794.0;826.0;871.0;595.0;641.0;SHELL;
-33.68152804934086;-70.9822529554367;Avenida 21 De Mayo 1191, Talagante;794.0;826.0;871.0;595.0;686.0;COPEC;
-33.38705096005634;-70.65749645233154;Los Libertadores 98, El Monte;787.0;821.0;863.0;595.0;643.0;SHELL;
-33.382544828236256;-70.6407380104065;Avenida Zapadores 1200, Conchalí;775.0;803.0;839.0;596.0;699.0;COPEC;
-33.370337681851645;-70.67149758338928;Avenida Recoleta 4406, Huechuraba;811.0;848.0;887.0;596.0;647.0;COPEC;
-33.35203943339599;-70.67008137702942;Américo Vespucio 1403, Huechuraba;811.0;848.0;887.0;596.0;652.0;PETROBRAS;
-33.39268105697188;-70.62669396400452;Pedro Fontova 7523, Huechuraba;811.0;848.0;887.0;596.0;652.0;PETROBRAS;
-33.36148923319311;-70.67540922515866;Av. Pedro Fontova 6739, Huechuraba;811.0;848.0;887.0;596.0;656.0;SHELL;
-33.38022000290473;-70.64535140991211;Santa Marta 6440, Huechuraba;811.0;848.0;891.0;596.0;656.0;SHELL;
-33.55690824266376;-70.56082963943481;Americo Vespucio 931, Huechuraba;811.0;848.0;892.0;596.0;652.0;COPEC;
-33.52311011373261;-70.59966266155243;Avenida La Florida 11215, La Florida;788.0;831.0;876.0;596.0;668.0;COPEC;
-33.5308040496861;-70.59542208909988;Lía Aguirre 10, La Florida;788.0;826.0;871.0;596.0;643.0;COPEC;
-33.52210388143395;-70.59049487113953;Vicuña Mackenna /Los Cóndores 8257, La Florida;788.0;826.0;871.0;596.0;652.0;SHELL;
-33.456566266372114;-70.70447266101837;Colombia 7111, La Florida;788.0;826.0;876.0;596.0;697.0;PETROBRAS;
-33.4181082470597;-70.66385865211487;Avenida Bernardo OHiggins 5027, Estación Central;760.0;775.0;797.0;597.0;672.0;COPEC;
-33.43850104366833;-70.56109249591827;Vivaceta 1108, Independencia;775.0;815.0;852.0;597.0;630.0;COPEC;
-33.43949929465739;-70.55561006069183;Príncipe de Gales 6880, La Reina;783.0;821.0;880.0;597.0;651.0;PETROBRAS;
-33.43951720039986;-70.5556207895279;Avenida Príncipe de Gales 7351, La Reina;789.0;831.0;885.0;597.0;665.0;SHELL;
-33.50038429993172;-70.66707462072372;Aguas Claras  1681, La Reina;789.0;831.0;885.0;597.0;665.0;COPEC;
-33.49843392252635;-70.68799316883087;Avenida Departamental 1902, Pedro Aguirre Cerda;785.0;826.0;867.0;597.0;656.0;TERPEL;
-33.61835394119413;-70.62618434429169;Avenida Central 5998, Pedro Aguirre Cerda;790.0;822.0;848.0;597.0;689.0;COPEC;
-33.614655031367306;-70.59134244918823;Santa Rosa 25, Puente Alto;810.0;841.0;878.0;597.0;677.0;SHELL;
-33.46599127358846;-71.08419835567474;LAS CASAS CRUCE LA VIRGEN LOTE 1 10, Melipilla;806.0;847.0;871.0;597.0;643.0;COPEC;
-33.47205925444164;-70.65635114908218;LOS RULOS KM. 8, María Pinto;801.0;836.0;871.0;597.0;643.0;COPEC;
-33.44143756983027;-70.5348014831543;VIEL 1921, Santiago;785.0;826.0;867.0;598.0;657.0;PETROBRAS;
-33.458182;-70.77577400000001;Príncipe De Gales 9200, La Reina;783.0;821.0;880.0;598.0;668.0;ENEX;
-33.454406784031136;-70.70136398077011;Gladys Marín Millie  6475, Estación Central;788.0;812.0;837.0;599.0;655.0;SHELL;
-33.49589299797695;-70.75708150863647;Ecuador 4768, Estación Central;762.0;776.0;790.0;599.0;661.0;PETROBRAS;
-33.43016990035761;-70.74119746685028;Avenida Pajarito 3439, Maipú;790.0;814.0;839.0;599.0;651.0;COPEC;
-33.27424213698678;-70.74543212597655;José Joaquín Pérez 8408, Pudahuel;773.0;806.0;839.0;599.0;653.0;Sin Bandera;
-33.6273325183283;-70.76911926269531;Camino Calera de Tango/Camino Lonquen 01, Calera de Tango;802.0;827.0;857.0;599.0;638.0;PETROBRAS;
-33.5937809132398;-70.78310966491699;Paradero 9 parcela 11, Calera de Tango;796.0;833.0;870.0;599.0;638.0;PETROBRAS;
-33.62534033770458;-70.7819938659668;Camino Lonquén norte Paradero 7 1/2 Parcela 20, Calera de Tango;796.0;833.0;870.0;599.0;638.0;SHELL;
-33.61365880025683;-70.86072742938995;Calera de Tango, Paradero 13, Calera de Tango;796.0;833.0;870.0;599.0;625.0;PETROBRAS;
-33.6102411486292;-70.87487876415253;Bilbao 212, Peñaflor;778.0;793.0;806.0;599.0;650.0;PETROBRAS;
-33.438004152123554;-70.61563789844513;Avenida Vicuña Mackenna 1545, Peñaflor;778.0;793.0;806.0;599.0;646.0;COPEC;
-33.6481435;-70.6059466;Manuel Montt 1118, Providencia;783.0;809.0;868.0;600.0;648.0;COPEC;
-33.60318427450689;-70.88417798280716;Virginia Subercaseaux 1390, Pirque;807.0;844.0;880.0;600.0;656.0;CAVE;
-33.496528236105746;-70.75718343257904;Avenida Pajaritos 5200, Maipú;772.0;787.0;841.0;601.0;657.0;COPEC;
-33.52641941739333;-70.7540237903595;Avenida Los Pajaritos 3333, Maipú;792.0;816.0;841.0;601.0;653.0;COPEC;
-33.52558315937104;-70.75253248214722;Camino a Melipilla  11820, Maipú;788.0;802.0;848.0;601.0;624.0;SHELL;
-33.60311055292532;-70.85137188434601;Avda. Consistorial 5410, Peñalolén;788.0;802.0;850.0;601.0;674.0;PETROBRAS;
-33.61083087074034;-70.9031492471695;Balmaceda 21, Peñaflor;780.0;795.0;808.0;601.0;644.0;COPEC;
-33.61112126272172;-70.90189397335052;Vicuña Mackenna 3957, Peñaflor;780.0;795.0;808.0;601.0;644.0;JVL COMBUSTIBLES;
-33.61115253564597;-70.88202953338623;Vicuña Mackenna  3839, Peñaflor;780.0;795.0;808.0;601.0;644.0;SHELL;
-33.48354776004897;-70.54725341796876;José Joaquín Perez 7327, Cerro Navia;780.0;795.0;820.0;602.0;658.0;COPEC;
-33.44214930434714;-70.7913064956665;Consistorial 2591, Peñalolén;781.0;820.0;889.0;602.0;676.0;COPEC;
-33.44037667169343;-70.80414891242981;Ruta 68 km. 17, Pudahuel;821.0;850.0;880.0;602.0;660.0;PETROBRAS;
-33.4345571684792;-70.78562021255493;Av. Concha y Toro 0316, Puente Alto;821.0;850.0;880.0;603.0;673.0;PETROBRAS;
-33.75594710731693;-70.89718669652939;Avenida Los Libertadores 454, El Monte;826.0;855.0;885.0;604.0;653.0;COPEC;
-33.52641941739333;-70.66102623939514;Santelices 71, Isla de Maipo;800.0;835.0;869.0;604.0;676.0;Sin Bandera;
-33.30421464241329;-70.85342645645142;Avenida Concha y Toro 05, Puente Alto;780.0;811.0;877.0;605.0;669.0;COPEC;
-33.28249433242594;-70.87036997079849;Ruta G-16 , Sitio 122 / Arcoiris 0, Lampa ;807.0;840.0;872.0;605.0;667.0;COPEC;
-33.3237721368568;-70.74510734893494;Pedro Aguirre Cerda 1370, Lampa ;807.0;840.0;872.0;605.0;667.0;COPEC;
-33.406519601912436;-70.70015966892242;AVENIDA LA MONTAÑA N° 2550, Lampa ;789.0;826.0;864.0;605.0;655.0;PETROBRAS;
-33.43434228704284;-70.81057548522949;Domingo Santa María 3925, Renca;793.0;824.0;856.0;606.0;644.0;COPEC;
-33.6418113557659;-70.35245969317629;Domingo Santa María 3502, Renca;821.0;851.0;880.0;608.0;646.0;COPEC;
-33.763236734717246;-70.7438850402832;Avda. Comercio 20173, San José de Maipo;810.0;848.0;875.0;608.0;649.0;SHELL;
-33.276419839110794;-70.88877528905869;Principal Capitán Ignacio Carrera Pinto 1236, Conchalí;819.0;856.0;895.0;610.0;665.0;COMBUSTIBLES AMADE;
-33.42977593073575;-70.62388300895691;Ruta 5 sur km 16,4 0, San Bernardo;801.0;828.0;850.0;610.0;669.0;COPEC;
-33.40827053578761;-70.54554104804993;Av. Apoquindo 7520, Las Condes;809.0;841.0;877.0;613.0;649.0;PETROBRAS;
-33.3601674849154;-70.51692187786102;Patagonia 75, Las Condes;814.0;854.0;899.0;614.0;648.0;COPEC;
-33.37402016482287;-70.51981329917908;Avenida La Dehesa 1310, Lo Barnechea;813.0;848.0;876.0;614.0;642.0;COPEC;
-33.3996767392826;-70.58942198753357;Camino a Farellones 14380, Lo Barnechea;814.0;848.0;880.0;615.0;639.0;COPEC;
-33.38245972011982;-70.58911621570587;Vitacura 4207, Vitacura;808.0;849.0;887.0;616.0;644.0;COPEC;
-33.40740626849016;-70.51103174686432;Avenida Santa María 5621, Vitacura;815.0;850.0;878.0;616.0;650.0;COPEC;
-33.40251605529295;-70.51684141159058;San Ramón 2701, Las Condes;816.0;851.0;885.0;617.0;644.0;SHELL;
-33.21169993433762;-70.68143784999847;Avenida General Blanche  11860, Las Condes;816.0;851.0;890.0;617.0;636.0;SHELL;
-33.41802765131287;-70.55403292179108;Carretera General San Martín 0950  950, Colina;816.0;848.0;884.0;617.0;652.0;COPEC;
-33.39829511426025;-70.5518227815628;Avenida Colón 7400, Las Condes;817.0;858.0;900.0;618.0;687.0;COPEC;
-33.41804556148529;-70.5556583404541;Avenida Las Condes 8170, Las Condes;817.0;853.0;884.0;618.0;649.0;SHELL;
-33.38851562656517;-70.53947925567627;Avenida Cristobal Colón 7026, Las Condes;817.0;856.0;900.0;618.0;710.0;PETROBRAS;
-33.416469452171;-70.55528283119202;Las Condes 9595, Las Condes;817.0;853.0;882.0;618.0;646.0;SHELL;
-33.3574356;-70.5122516;Los Pozos 7180, Las Condes;817.0;856.0;900.0;618.0;696.0;SHELL;
-33.28296969022153;-70.65267384052277;AV COMANDANTE MALBEC 13500, Lo Barnechea;814.0;846.0;881.0;618.0;637.0;COPEC;
-33.27742667804296;-70.63930034637451;Avenida Chicureo/Avenida El Valle 14100, Colina;818.0;850.0;884.0;618.0;649.0;SHELL;
-33.3975549;-70.550751;PASEO COLINA SUR 14.600, Colina;818.0;850.0;894.0;618.0;689.0;SHELL;
-33.21615206951842;-70.7669734954834;Carretera General San Martín 401, Colina;819.0;855.0;891.0;619.0;649.0;COPEC;
-33.21512183518119;-70.68516549761961;Av. Chamisero 10410, Colina;819.0;853.0;886.0;619.0;649.0;COPEC;
-33.21919482998658;-70.76542854309082;General San Martin 1324, Colina;818.0;850.0;884.0;619.0;649.0;PETROBRAS;
-33.282992112695105;-70.70270240306854;Chicureo 2300, Colina;819.0;853.0;886.0;619.0;649.0;SHELL;
-33.240304992897514;-70.76729536056519;Avenida Del Valle 2666, Colina;817.0;850.0;887.0;619.0;657.0;Combustibles Endless.com;
-33.40477311097296;-70.56839346885681;Manquehue Norte 674, Las Condes;810.0;844.0;878.0;620.0;650.0;PETROBRAS;
-33.3538146;-70.53959470000001;La Dehesa 2016, Lo Barnechea;820.0;854.0;884.0;620.0;644.0;COPEC;
-33.35537319132432;-70.5381327867508;Avenida Los Trapenses 2250, Lo Barnechea;819.0;852.0;882.0;620.0;644.0;PETROBRAS;
-33.34279027527903;-70.54563224315643;José Alcalde Délano  10630, Lo Barnechea;819.0;852.0;882.0;620.0;641.0;PETROBRAS;
-33.36290056212716;-70.51453471183777;Avenida La Dehesa 1445, Lo Barnechea;819.0;852.0;882.0;620.0;644.0;SHELL;
-33.38974288164123;-70.57051241397858;Avenida José Alcalde Delano  11355, Lo Barnechea;819.0;852.4;887.0;620.0;647.0;COPEC;
-33.3819580284775;-70.58916449546814;Av. Vitacura 6380, Vitacura;812.0;853.0;888.0;620.0;646.0;COPEC;
-33.38263777049304;-70.58962145303951;Avenida Santa María 5621, Vitacura;819.0;854.0;882.0;620.0;650.0;COPEC;
-33.380049782037624;-70.53062796592712;Avenida Santa María 5621, Vitacura;819.0;854.0;882.0;620.0;650.0;COPEC;
-33.37531930044491;-70.53216218948364;Avenida Las Condes  10912, Vitacura;818.0;853.0;882.0;620.0;646.0;COPEC;
-33.37985492353071;-70.56973993778229;costanera norte    KM   2,5 0, Vitacura;819.0;852.0;882.0;620.0;643.0;PETROBRAS;
-33.39887956447888;-70.587158203125;Vitacura 8841, Vitacura;812.0;842.0;887.0;620.0;642.0;PETROBRAS;
-33.405417973254615;-70.59732913970947;Américo Vespucio 1665, Vitacura;812.0;853.0;891.0;620.0;646.0;SHELL;
-33.38536230779916;-70.55819034576416;Avenida Vitacura 3350, Vitacura;812.0;854.3;896.0;620.0;647.0;SHELL;
-33.376905115558436;-70.57111859321594;Avenida Vitacura 7900, Vitacura;812.0;853.0;893.0;620.0;642.0;SHELL;
-33.31467827816747;-70.70461750030518;Manquehue 1280, Vitacura;812.0;842.0;887.0;620.0;642.0;COPEC;
-33.354627139651555;-70.3169658780098;Carretera General San Mart?n km 10 0, Colina;818.0;851.0;884.0;620.0;653.0;COPEC;
-33.40147707344724;-70.53285956382751;Camino de Los Cóndores 225, Lo Barnechea;830.0;862.0;891.0;629.0;661.0;COPEC;
-33.54257060951167;-70.67621993453218;Camino El Alba 9610, Las Condes;819.0;857.0;898.0;631.0;685.0;ABASTIBLE;
